Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date,Locally acquired last 24 hours,Under investigation last 24 hours,Active Cases^,Under investigation last 24 hours*,Average daily cases as at 20 Sep 2022,Change in average cases compared to previous week (%),Average daily cases as at 27 Sep 2022,Average daily cases as at 04 Oct 2022,Average daily cases as at 11 Oct 2022,Average daily cases as at 18 Oct 2022,Average daily cases as at 25 Oct 2022,Average daily cases as at 01 Nov 2022,Average daily cases as at 08 Nov 2022,Average daily cases as at 15 Nov 2022,Average daily cases as at 22 Nov 2022,Average daily cases as at 29 Nov 2022,Average daily cases as at 06 Dec 2022,Average daily cases as at 13 Dec 2022,Average daily cases as at 20 Dec 2022,Average daily cases as at 03 Jan 2023,Average daily cases as at 10 Jan 2023,Average daily cases as at 17 Jan 2023,Average daily cases as at 24 Jan 2023
VIC,,0.0,0.0,,0.0,0.0,23661.0,2022-08-24,,,19325.0,3359.0,,,,,,,,,,,,,,,,,,,
QLD,,17.0,0.0,,2729.0,0.0,13871.0,2022-08-24,,,16987.0,2595.0,,,,,,,,,,,,,,,,,,,
WA,,703.0,29.0,,4017.0,175.0,7125.0,2022-08-24,,,9174.0,953.0,,,,,,,,,,,,,,,,,,,
SA,,916.0,4.0,,4697.0,29.0,1593.0,2022-08-24,,,5996.0,16.0,,,,,,,,,,,,,,,,,,,
TAS,,152.0,2.0,,903.0,17.0,1302.0,2022-08-24,,,1832.0,155.0,,,,,,,,,,,,,,,,,,,
ACT,,296.0,0.0,,1847.0,0.0,0.0,2022-08-24,,,1512.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,3.0,,0.0,17.0,863.0,2022-08-24,,,827.0,139.0,,,,,,,,,,,,,,,,,,,
Australia,,1740.0,46.0,,12937.0,229.0,86444.0,2022-08-25,,,135654.0,12190.0,,,,,,,,,,,,,,,,,,,
NSW,,4.0,0.0,,17.0,0.0,40393.0,2022-08-25,,,82671.0,5786.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,22506.0,2022-08-25,,,18496.0,3261.0,,,,,,,,,,,,,,,,,,,
QLD,,27.0,0.0,,2735.0,0.0,13021.0,2022-08-25,,,16313.0,2189.0,,,,,,,,,,,,,,,,,,,
WA,,607.0,37.0,,3403.0,166.0,6904.0,2022-08-25,,,8637.0,722.0,,,,,,,,,,,,,,,,,,,
SA,,719.0,3.0,,4267.0,29.0,1602.0,2022-08-25,,,5655.0,27.0,,,,,,,,,,,,,,,,,,,
TAS,,131.0,3.0,,800.0,17.0,1210.0,2022-08-25,,,1645.0,108.0,,,,,,,,,,,,,,,,,,,
ACT,,252.0,0.0,,1715.0,0.0,0.0,2022-08-25,,,1463.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,3.0,,0.0,17.0,808.0,2022-08-25,,,774.0,97.0,,,,,,,,,,,,,,,,,,,
Australia,,1792.0,38.0,,12399.0,226.0,83367.0,2022-08-26,,,131609.0,11666.0,,,,,,,,,,,,,,,,,,,
NSW,,4.0,0.0,,16.0,0.0,39140.0,2022-08-26,,,80381.0,5641.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,21584.0,2022-08-26,,,17852.0,2935.0,,,,,,,,,,,,,,,,,,,
QLD,,34.0,0.0,,2749.0,0.0,12352.0,2022-08-26,,,15677.0,2057.0,,,,,,,,,,,,,,,,,,,
WA,,621.0,25.0,,3227.0,157.0,6758.0,2022-08-26,,,8492.0,783.0,,,,,,,,,,,,,,,,,,,
SA,,746.0,5.0,,3966.0,30.0,1610.0,2022-08-26,,,5418.0,19.0,,,,,,,,,,,,,,,,,,,
TAS,,140.0,8.0,,737.0,24.0,1132.0,2022-08-26,,,1597.0,118.0,,,,,,,,,,,,,,,,,,,
ACT,,247.0,0.0,,1704.0,0.0,0.0,2022-08-26,,,1433.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,0.0,,0.0,15.0,791.0,2022-08-26,,,759.0,113.0,,,,,,,,,,,,,,,,,,,
Australia,,1792.0,38.0,,12399.0,226.0,83367.0,2022-08-27,,,131609.0,11666.0,,,,,,,,,,,,,,,,,,,
NSW,,4.0,0.0,,16.0,0.0,39140.0,2022-08-27,,,80381.0,5641.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,21584.0,2022-08-27,,,17852.0,2935.0,,,,,,,,,,,,,,,,,,,
QLD,,34.0,0.0,,2749.0,0.0,12352.0,2022-08-27,,,15677.0,2057.0,,,,,,,,,,,,,,,,,,,
WA,,621.0,25.0,,3227.0,157.0,6758.0,2022-08-27,,,8492.0,783.0,,,,,,,,,,,,,,,,,,,
SA,,746.0,5.0,,3966.0,30.0,1610.0,2022-08-27,,,5418.0,19.0,,,,,,,,,,,,,,,,,,,
TAS,,140.0,8.0,,737.0,24.0,1132.0,2022-08-27,,,1597.0,118.0,,,,,,,,,,,,,,,,,,,
ACT,,247.0,0.0,,1704.0,0.0,0.0,2022-08-27,,,1433.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,0.0,,0.0,15.0,791.0,2022-08-27,,,759.0,113.0,,,,,,,,,,,,,,,,,,,
Australia,,1792.0,38.0,,12399.0,226.0,83367.0,2022-08-28,,,131609.0,11666.0,,,,,,,,,,,,,,,,,,,
NSW,,4.0,0.0,,16.0,0.0,39140.0,2022-08-28,,,80381.0,5641.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,21584.0,2022-08-28,,,17852.0,2935.0,,,,,,,,,,,,,,,,,,,
QLD,,34.0,0.0,,2749.0,0.0,12352.0,2022-08-28,,,15677.0,2057.0,,,,,,,,,,,,,,,,,,,
WA,,621.0,25.0,,3227.0,157.0,6758.0,2022-08-28,,,8492.0,783.0,,,,,,,,,,,,,,,,,,,
SA,,746.0,5.0,,3966.0,30.0,1610.0,2022-08-28,,,5418.0,19.0,,,,,,,,,,,,,,,,,,,
TAS,,140.0,8.0,,737.0,24.0,1132.0,2022-08-28,,,1597.0,118.0,,,,,,,,,,,,,,,,,,,
ACT,,247.0,0.0,,1704.0,0.0,0.0,2022-08-28,,,1433.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,0.0,,0.0,15.0,791.0,2022-08-28,,,759.0,113.0,,,,,,,,,,,,,,,,,,,
Australia,,1244.0,24.0,,9283.0,198.0,78573.0,2022-08-29,,,119498.0,7440.0,,,,,,,,,,,,,,,,,,,
NSW,,0.0,0.0,,18.0,0.0,35966.0,2022-08-29,,,73108.0,3394.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,19586.0,2022-08-29,,,16522.0,2147.0,,,,,,,,,,,,,,,,,,,
QLD,,2.0,0.0,,104.0,0.0,13807.0,2022-08-29,,,14210.0,1231.0,,,,,,,,,,,,,,,,,,,
WA,,452.0,18.0,,3115.0,141.0,6198.0,2022-08-29,,,7517.0,512.0,,,,,,,,,,,,,,,,,,,
SA,,551.0,2.0,,3756.0,21.0,1323.0,2022-08-29,,,4694.0,12.0,,,,,,,,,,,,,,,,,,,
TAS,,91.0,3.0,,702.0,24.0,975.0,2022-08-29,,,1427.0,78.0,,,,,,,,,,,,,,,,,,,
ACT,,148.0,0.0,,1588.0,0.0,0.0,2022-08-29,,,1329.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,1.0,,0.0,12.0,718.0,2022-08-29,,,691.0,66.0,,,,,,,,,,,,,,,,,,,
Australia,,1629.0,45.0,,8883.0,191.0,76186.0,2022-08-30,,,114694.0,10488.0,,,,,,,,,,,,,,,,,,,
NSW,,6.0,0.0,,21.0,0.0,34667.0,2022-08-30,,,68865.0,4265.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,19283.0,2022-08-30,,,16040.0,2950.0,,,,,,,,,,,,,,,,,,,
QLD,,40.0,0.0,,120.0,0.0,13413.0,2022-08-30,,,14746.0,2364.0,,,,,,,,,,,,,,,,,,,
WA,,582.0,32.0,,2965.0,141.0,5853.0,2022-08-30,,,7274.0,663.0,,,,,,,,,,,,,,,,,,,
SA,,663.0,4.0,,3595.0,18.0,1322.0,2022-08-30,,,4515.0,18.0,,,,,,,,,,,,,,,,,,,
TAS,,136.0,3.0,,650.0,19.0,963.0,2022-08-30,,,1342.0,118.0,,,,,,,,,,,,,,,,,,,
ACT,,202.0,0.0,,1532.0,0.0,0.0,2022-08-30,,,1254.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,6.0,,0.0,13.0,685.0,2022-08-30,,,658.0,110.0,,,,,,,,,,,,,,,,,,,
Australia,,1596.0,58.0,,8392.0,211.0,73859.0,2022-08-31,,,111081.0,11577.0,,,,,,,,,,,,,,,,,,,
NSW,,3.0,0.0,,21.0,0.0,33411.0,2022-08-31,,,67106.0,5431.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,18781.0,2022-08-31,,,15583.0,2857.0,,,,,,,,,,,,,,,,,,,
QLD,,39.0,0.0,,142.0,0.0,13073.0,2022-08-31,,,13974.0,2255.0,,,,,,,,,,,,,,,,,,,
WA,,547.0,45.0,,2809.0,157.0,5688.0,2022-08-31,,,6887.0,788.0,,,,,,,,,,,,,,,,,,,
SA,,625.0,6.0,,3304.0,20.0,1314.0,2022-08-31,,,4323.0,8.0,,,,,,,,,,,,,,,,,,,
TAS,,146.0,4.0,,644.0,21.0,926.0,2022-08-31,,,1342.0,118.0,,,,,,,,,,,,,,,,,,,
ACT,,236.0,0.0,,1472.0,0.0,0.0,2022-08-31,,,1214.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,3.0,,0.0,13.0,666.0,2022-08-31,,,652.0,120.0,,,,,,,,,,,,,,,,,,,
Australia,,1476.0,45.0,,8128.0,210.0,71882.0,2022-09-01,,,107619.0,10213.0,,,,,,,,,,,,,,,,,,,
NSW,,0.0,0.0,,17.0,0.0,32326.0,2022-09-01,,,64946.0,4701.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,18165.0,2022-09-01,,,15024.0,2645.0,,,,,,,,,,,,,,,,,,,
QLD,,55.0,0.0,,170.0,0.0,12862.0,2022-09-01,,,13522.0,1978.0,,,,,,,,,,,,,,,,,,,
WA,,516.0,29.0,,2718.0,149.0,5632.0,2022-09-01,,,6882.0,666.0,,,,,,,,,,,,,,,,,,,
SA,,594.0,6.0,,3179.0,23.0,1303.0,2022-09-01,,,4118.0,16.0,,,,,,,,,,,,,,,,,,,
TAS,,112.0,2.0,,625.0,20.0,921.0,2022-09-01,,,1303.0,103.0,,,,,,,,,,,,,,,,,,,
ACT,,199.0,0.0,,1419.0,0.0,0.0,2022-09-01,,,1162.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,8.0,,0.0,18.0,673.0,2022-09-01,,,662.0,104.0,,,,,,,,,,,,,,,,,,,
Australia,,1330.0,36.0,,7666.0,208.0,69414.0,2022-09-02,,,104722.0,9198.0,,,,,,,,,,,,,,,,,,,
NSW,,1.0,0.0,,14.0,0.0,30853.0,2022-09-02,,,63020.0,4168.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,17623.0,2022-09-02,,,14802.0,2393.0,,,,,,,,,,,,,,,,,,,
QLD,,69.0,0.0,,205.0,0.0,12530.0,2022-09-02,,,13202.0,1725.0,,,,,,,,,,,,,,,,,,,
WA,,466.0,28.0,,2563.0,152.0,5555.0,2022-09-02,,,6661.0,706.0,,,,,,,,,,,,,,,,,,,
SA,,541.0,4.0,,2974.0,22.0,1297.0,2022-09-02,,,3999.0,13.0,,,,,,,,,,,,,,,,,,,
TAS,,90.0,2.0,,575.0,14.0,900.0,2022-09-02,,,1274.0,97.0,,,,,,,,,,,,,,,,,,,
ACT,,163.0,0.0,,1335.0,0.0,0.0,2022-09-02,,,1110.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,2.0,,0.0,20.0,656.0,2022-09-02,,,654.0,96.0,,,,,,,,,,,,,,,,,,,
Australia,,1330.0,36.0,,7666.0,208.0,69414.0,2022-09-03,,,104722.0,9198.0,,,,,,,,,,,,,,,,,,,
NSW,,1.0,0.0,,14.0,0.0,30853.0,2022-09-03,,,63020.0,4168.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,17623.0,2022-09-03,,,14802.0,2393.0,,,,,,,,,,,,,,,,,,,
QLD,,69.0,0.0,,205.0,0.0,12530.0,2022-09-03,,,13202.0,1725.0,,,,,,,,,,,,,,,,,,,
WA,,466.0,28.0,,2563.0,152.0,5555.0,2022-09-03,,,6661.0,706.0,,,,,,,,,,,,,,,,,,,
SA,,541.0,4.0,,2974.0,22.0,1297.0,2022-09-03,,,3999.0,13.0,,,,,,,,,,,,,,,,,,,
TAS,,90.0,2.0,,575.0,14.0,900.0,2022-09-03,,,1274.0,97.0,,,,,,,,,,,,,,,,,,,
ACT,,163.0,0.0,,1335.0,0.0,0.0,2022-09-03,,,1110.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,2.0,,0.0,20.0,656.0,2022-09-03,,,654.0,96.0,,,,,,,,,,,,,,,,,,,
Australia,,1330.0,36.0,,7666.0,208.0,69414.0,2022-09-04,,,104722.0,9198.0,,,,,,,,,,,,,,,,,,,
NSW,,1.0,0.0,,14.0,0.0,30853.0,2022-09-04,,,63020.0,4168.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,17623.0,2022-09-04,,,14802.0,2393.0,,,,,,,,,,,,,,,,,,,
QLD,,69.0,0.0,,205.0,0.0,12530.0,2022-09-04,,,13202.0,1725.0,,,,,,,,,,,,,,,,,,,
WA,,466.0,28.0,,2563.0,152.0,5555.0,2022-09-04,,,6661.0,706.0,,,,,,,,,,,,,,,,,,,
SA,,541.0,4.0,,2974.0,22.0,1297.0,2022-09-04,,,3999.0,13.0,,,,,,,,,,,,,,,,,,,
TAS,,90.0,2.0,,575.0,14.0,900.0,2022-09-04,,,1274.0,97.0,,,,,,,,,,,,,,,,,,,
ACT,,163.0,0.0,,1335.0,0.0,0.0,2022-09-04,,,1110.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,2.0,,0.0,20.0,656.0,2022-09-04,,,654.0,96.0,,,,,,,,,,,,,,,,,,,
Australia,,922.0,15.0,,7255.0,199.0,60158.0,2022-09-05,,,94315.0,5561.0,,,,,,,,,,,,,,,,,,,
NSW,,0.0,0.0,,10.0,0.0,27395.0,2022-09-05,,,56760.0,2341.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,16086.0,2022-09-05,,,13182.0,1709.0,,,,,,,,,,,,,,,,,,,
QLD,,18.0,0.0,,221.0,0.0,9312.0,2022-09-05,,,11938.0,990.0,,,,,,,,,,,,,,,,,,,
WA,,329.0,8.0,,2440.0,142.0,5136.0,2022-09-05,,,6091.0,421.0,,,,,,,,,,,,,,,,,,,
SA,,395.0,1.0,,2818.0,21.0,979.0,2022-09-05,,,3647.0,10.0,,,,,,,,,,,,,,,,,,,
TAS,,56.0,4.0,,540.0,15.0,770.0,2022-09-05,,,1079.0,40.0,,,,,,,,,,,,,,,,,,,
ACT,,124.0,0.0,,1226.0,0.0,0.0,2022-09-05,,,1027.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,2.0,,0.0,21.0,480.0,2022-09-05,,,591.0,50.0,,,,,,,,,,,,,,,,,,,
Australia,,1388.0,21.0,,7014.0,175.0,57512.0,2022-09-06,,,90052.0,7842.0,,,,,,,,,,,,,,,,,,,
NSW,,1.0,0.0,,5.0,0.0,26129.0,2022-09-06,,,53058.0,2999.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,15511.0,2022-09-06,,,12670.0,2375.0,,,,,,,,,,,,,,,,,,,
QLD,,22.0,0.0,,203.0,0.0,8557.0,2022-09-06,,,12292.0,1609.0,,,,,,,,,,,,,,,,,,,
WA,,525.0,14.0,,2383.0,124.0,5095.0,2022-09-06,,,5849.0,622.0,,,,,,,,,,,,,,,,,,,
SA,,590.0,4.0,,2745.0,21.0,982.0,2022-09-06,,,3628.0,21.0,,,,,,,,,,,,,,,,,,,
TAS,,90.0,0.0,,494.0,12.0,760.0,2022-09-06,,,1033.0,108.0,,,,,,,,,,,,,,,,,,,
ACT,,160.0,0.0,,1184.0,0.0,0.0,2022-09-06,,,955.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,3.0,,0.0,18.0,478.0,2022-09-06,,,567.0,108.0,,,,,,,,,,,,,,,,,,,
Australia,,1430.0,48.0,,6848.0,165.0,54508.0,2022-09-07,,,86961.0,8573.0,,,,,,,,,,,,,,,,,,,
NSW,,1.0,0.0,,3.0,0.0,24363.0,2022-09-07,,,50994.0,3665.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,14891.0,2022-09-07,,,12270.0,2237.0,,,,,,,,,,,,,,,,,,,
QLD,,11.0,0.0,,175.0,0.0,8067.0,2022-09-07,,,11751.0,1765.0,,,,,,,,,,,,,,,,,,,
WA,,589.0,37.0,,2425.0,116.0,5016.0,2022-09-07,,,5941.0,709.0,,,,,,,,,,,,,,,,,,,
SA,,622.0,7.0,,2742.0,22.0,991.0,2022-09-07,,,3616.0,17.0,,,,,,,,,,,,,,,,,,,
TAS,,69.0,1.0,,417.0,9.0,737.0,2022-09-07,,,960.0,95.0,,,,,,,,,,,,,,,,,,,
ACT,,138.0,0.0,,1086.0,0.0,0.0,2022-09-07,,,892.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,3.0,,0.0,18.0,443.0,2022-09-07,,,537.0,85.0,,,,,,,,,,,,,,,,,,,
Australia,,1346.0,19.0,,6718.0,139.0,52106.0,2022-09-08,,,84069.0,7811.0,,,,,,,,,,,,,,,,,,,
NSW,,3.0,0.0,,6.0,0.0,22993.0,2022-09-08,,,48879.0,3331.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,14348.0,2022-09-08,,,11995.0,2102.0,,,,,,,,,,,,,,,,,,,
QLD,,4.0,0.0,,124.0,0.0,7649.0,2022-09-08,,,11346.0,1560.0,,,,,,,,,,,,,,,,,,,
WA,,445.0,11.0,,2354.0,98.0,4982.0,2022-09-08,,,5855.0,632.0,,,,,,,,,,,,,,,,,,,
SA,,635.0,6.0,,2783.0,22.0,988.0,2022-09-08,,,3640.0,13.0,,,,,,,,,,,,,,,,,,,
TAS,,80.0,1.0,,385.0,8.0,718.0,2022-09-08,,,933.0,84.0,,,,,,,,,,,,,,,,,,,
ACT,,179.0,0.0,,1066.0,0.0,0.0,2022-09-08,,,892.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,1.0,,0.0,11.0,428.0,2022-09-08,,,529.0,89.0,,,,,,,,,,,,,,,,,,,
Australia,,1205.0,31.0,,6593.0,134.0,50068.0,2022-09-09,,,80432.0,7160.0,,,,,,,,,,,,,,,,,,,
NSW,,2.0,0.0,,7.0,0.0,21743.0,2022-09-09,,,47086.0,2918.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,14061.0,2022-09-09,,,11815.0,2106.0,,,,,,,,,,,,,,,,,,,
QLD,,16.0,0.0,,71.0,0.0,7334.0,2022-09-09,,,10914.0,1410.0,,,,,,,,,,,,,,,,,,,
WA,,412.0,22.0,,2300.0,92.0,4837.0,2022-09-09,,,5816.0,561.0,,,,,,,,,,,,,,,,,,,
SA,,554.0,2.0,,2796.0,20.0,988.0,2022-09-09,,,2795.0,13.0,,,,,,,,,,,,,,,,,,,
TAS,,84.0,4.0,,379.0,10.0,707.0,2022-09-09,,,910.0,86.0,,,,,,,,,,,,,,,,,,,
ACT,,137.0,0.0,,1040.0,0.0,0.0,2022-09-09,,,594.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,3.0,,0.0,12.0,398.0,2022-09-09,,,502.0,66.0,,,,,,,,,,,,,,,,,,,
Australia,,1205.0,31.0,,6593.0,134.0,50068.0,2022-09-10,,,80432.0,7160.0,,,,,,,,,,,,,,,,,,,
NSW,,2.0,0.0,,7.0,0.0,21743.0,2022-09-10,,,47086.0,2918.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,14061.0,2022-09-10,,,11815.0,2106.0,,,,,,,,,,,,,,,,,,,
QLD,,16.0,0.0,,71.0,0.0,7334.0,2022-09-10,,,10914.0,1410.0,,,,,,,,,,,,,,,,,,,
WA,,412.0,22.0,,2300.0,92.0,4837.0,2022-09-10,,,5816.0,561.0,,,,,,,,,,,,,,,,,,,
SA,,554.0,2.0,,2796.0,20.0,988.0,2022-09-10,,,2795.0,13.0,,,,,,,,,,,,,,,,,,,
TAS,,84.0,4.0,,379.0,10.0,707.0,2022-09-10,,,910.0,86.0,,,,,,,,,,,,,,,,,,,
ACT,,137.0,0.0,,1040.0,0.0,0.0,2022-09-10,,,594.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,3.0,,0.0,12.0,398.0,2022-09-10,,,502.0,66.0,,,,,,,,,,,,,,,,,,,
Australia,,1205.0,31.0,,6593.0,134.0,50068.0,2022-09-11,,,80432.0,7160.0,,,,,,,,,,,,,,,,,,,
NSW,,2.0,0.0,,7.0,0.0,21743.0,2022-09-11,,,47086.0,2918.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,14061.0,2022-09-11,,,11815.0,2106.0,,,,,,,,,,,,,,,,,,,
QLD,,16.0,0.0,,71.0,0.0,7334.0,2022-09-11,,,10914.0,1410.0,,,,,,,,,,,,,,,,,,,
WA,,412.0,22.0,,2300.0,92.0,4837.0,2022-09-11,,,5816.0,561.0,,,,,,,,,,,,,,,,,,,
SA,,554.0,2.0,,2796.0,20.0,988.0,2022-09-11,,,2795.0,13.0,,,,,,,,,,,,,,,,,,,
TAS,,84.0,4.0,,379.0,10.0,707.0,2022-09-11,,,910.0,86.0,,,,,,,,,,,,,,,,,,,
ACT,,137.0,0.0,,1040.0,0.0,0.0,2022-09-11,,,594.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,3.0,,0.0,12.0,398.0,2022-09-11,,,502.0,66.0,,,,,,,,,,,,,,,,,,,
Australia,,1205.0,31.0,,6593.0,134.0,50068.0,2022-09-12,,,80432.0,7160.0,,,,,,,,,,,,,,,,,,,
NSW,,2.0,0.0,,7.0,0.0,21743.0,2022-09-12,,,47086.0,2918.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,14061.0,2022-09-12,,,11815.0,2106.0,,,,,,,,,,,,,,,,,,,
QLD,,16.0,0.0,,71.0,0.0,7334.0,2022-09-12,,,10914.0,1410.0,,,,,,,,,,,,,,,,,,,
WA,,412.0,22.0,,2300.0,92.0,4837.0,2022-09-12,,,5816.0,561.0,,,,,,,,,,,,,,,,,,,
SA,,554.0,2.0,,2796.0,20.0,988.0,2022-09-12,,,2795.0,13.0,,,,,,,,,,,,,,,,,,,
TAS,,84.0,4.0,,379.0,10.0,707.0,2022-09-12,,,910.0,86.0,,,,,,,,,,,,,,,,,,,
ACT,,137.0,0.0,,1040.0,0.0,0.0,2022-09-12,,,594.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,3.0,,0.0,12.0,398.0,2022-09-12,,,502.0,66.0,,,,,,,,,,,,,,,,,,,
Australia,,1205.0,31.0,,6593.0,134.0,50068.0,2022-09-13,,,80432.0,7160.0,,,,,,,,,,,,,,,,,,,
NSW,,2.0,0.0,,7.0,0.0,21743.0,2022-09-13,,,47086.0,2918.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,14061.0,2022-09-13,,,11815.0,2106.0,,,,,,,,,,,,,,,,,,,
QLD,,16.0,0.0,,71.0,0.0,7334.0,2022-09-13,,,10914.0,1410.0,,,,,,,,,,,,,,,,,,,
WA,,412.0,22.0,,2300.0,92.0,4837.0,2022-09-13,,,5816.0,561.0,,,,,,,,,,,,,,,,,,,
SA,,554.0,2.0,,2796.0,20.0,988.0,2022-09-13,,,2795.0,13.0,,,,,,,,,,,,,,,,,,,
TAS,,84.0,4.0,,379.0,10.0,707.0,2022-09-13,,,910.0,86.0,,,,,,,,,,,,,,,,,,,
ACT,,137.0,0.0,,1040.0,0.0,0.0,2022-09-13,,,594.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,3.0,,0.0,12.0,398.0,2022-09-13,,,502.0,66.0,,,,,,,,,,,,,,,,,,,
Australia,,1205.0,31.0,,6593.0,134.0,50068.0,2022-09-14,,,80432.0,7160.0,,,,,,,,,,,,,,,,,,,
NSW,,2.0,0.0,,7.0,0.0,21743.0,2022-09-14,,,47086.0,2918.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,14061.0,2022-09-14,,,11815.0,2106.0,,,,,,,,,,,,,,,,,,,
QLD,,16.0,0.0,,71.0,0.0,7334.0,2022-09-14,,,10914.0,1410.0,,,,,,,,,,,,,,,,,,,
WA,,412.0,22.0,,2300.0,92.0,4837.0,2022-09-14,,,5816.0,561.0,,,,,,,,,,,,,,,,,,,
SA,,554.0,2.0,,2796.0,20.0,988.0,2022-09-14,,,2795.0,13.0,,,,,,,,,,,,,,,,,,,
TAS,,84.0,4.0,,379.0,10.0,707.0,2022-09-14,,,910.0,86.0,,,,,,,,,,,,,,,,,,,
ACT,,137.0,0.0,,1040.0,0.0,0.0,2022-09-14,,,594.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,3.0,,0.0,12.0,398.0,2022-09-14,,,502.0,66.0,,,,,,,,,,,,,,,,,,,
Australia,,1205.0,31.0,,6593.0,134.0,50068.0,2022-09-15,,,80432.0,7160.0,,,,,,,,,,,,,,,,,,,
NSW,,2.0,0.0,,7.0,0.0,21743.0,2022-09-15,,,47086.0,2918.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,14061.0,2022-09-15,,,11815.0,2106.0,,,,,,,,,,,,,,,,,,,
QLD,,16.0,0.0,,71.0,0.0,7334.0,2022-09-15,,,10914.0,1410.0,,,,,,,,,,,,,,,,,,,
WA,,412.0,22.0,,2300.0,92.0,4837.0,2022-09-15,,,5816.0,561.0,,,,,,,,,,,,,,,,,,,
SA,,554.0,2.0,,2796.0,20.0,988.0,2022-09-15,,,2795.0,13.0,,,,,,,,,,,,,,,,,,,
TAS,,84.0,4.0,,379.0,10.0,707.0,2022-09-15,,,910.0,86.0,,,,,,,,,,,,,,,,,,,
ACT,,137.0,0.0,,1040.0,0.0,0.0,2022-09-15,,,594.0,0.0,,,,,,,,,,,,,,,,,,,
NT,,0.0,3.0,,0.0,12.0,398.0,2022-09-15,,,502.0,66.0,,,,,,,,,,,,,,,,,,,
Australia,,1205.0,31.0,,6593.0,134.0,50068.0,2022-09-16,,,80432.0,7160.0,,,,,,,,,,,,,,,,,,,
NSW,,2.0,0.0,,7.0,0.0,21743.0,2022-09-16,,,47086.0,2918.0,,,,,,,,,,,,,,,,,,,
VIC,,0.0,0.0,,0.0,0.0,14061.0,2022-09-16,,,11815.0,2106.0,,,,,,,,,,,,,,,,,,,
QLD,,16.0,0.0,,71.0,0.0,7334.0,2022-09-16,,,10914.0,1410.0,,,,,,,,,,,,,,,,,,,
WA,,412.0,22.0,,2300.0,92.0,4837.0,2022-09-16,,,5816.0,561.0,,,,,,,,,,,,,,,,,,,
