Jurisdiction,Active,Recovered,Deaths,Date,Active and Recovered,Total staff cases as at 13 Sep 2022,Total staff cases as at 20 Sep 2022,Total staff cases as at 21 Sep 2022,Total staff cases as at 28 Sep 2022,Total staff cases as at 05 Oct 2022,Total staff cases as at 12 Oct 2022,Total staff cases as at 19 Oct 2022,Total staff cases as at 26 Oct 2022,Total staff cases as at 02 Nov 2022,Total staff cases as at 09 Nov 2022,Total staff cases as at 16 Nov 2022,Total staff cases as at 23 Nov 2022,Total staff cases as at 30 Nov 2022
NSW,,,396.0,2022-02-04,5441.0,,,,,,,,,,,,,
NT,,,1.0,2022-02-04,21.0,,,,,,,,,,,,,
QLD,,,121.0,2022-02-04,2411.0,,,,,,,,,,,,,
SA,,,87.0,2022-02-04,1045.0,,,,,,,,,,,,,
TAS,,,3.0,2022-02-04,140.0,,,,,,,,,,,,,
VIC,,,881.0,2022-02-04,4840.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-04,0.0,,,,,,,,,,,,,
Australia,,,1500.0,2022-02-05,13996.0,,,,,,,,,,,,,
ACT,,,11.0,2022-02-05,98.0,,,,,,,,,,,,,
NSW,,,396.0,2022-02-05,5441.0,,,,,,,,,,,,,
NT,,,1.0,2022-02-05,21.0,,,,,,,,,,,,,
QLD,,,121.0,2022-02-05,2411.0,,,,,,,,,,,,,
SA,,,87.0,2022-02-05,1045.0,,,,,,,,,,,,,
TAS,,,3.0,2022-02-05,140.0,,,,,,,,,,,,,
VIC,,,881.0,2022-02-05,4840.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-05,0.0,,,,,,,,,,,,,
Australia,,,1500.0,2022-02-06,13996.0,,,,,,,,,,,,,
ACT,,,11.0,2022-02-06,98.0,,,,,,,,,,,,,
NSW,,,396.0,2022-02-06,5441.0,,,,,,,,,,,,,
NT,,,1.0,2022-02-06,21.0,,,,,,,,,,,,,
QLD,,,121.0,2022-02-06,2411.0,,,,,,,,,,,,,
SA,,,87.0,2022-02-06,1045.0,,,,,,,,,,,,,
TAS,,,3.0,2022-02-06,140.0,,,,,,,,,,,,,
VIC,,,881.0,2022-02-06,4840.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-06,0.0,,,,,,,,,,,,,
Australia,,,1537.0,2022-02-07,14581.0,,,,,,,,,,,,,
ACT,,,11.0,2022-02-07,98.0,,,,,,,,,,,,,
NSW,,,407.0,2022-02-07,5620.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-07,21.0,,,,,,,,,,,,,
QLD,,,135.0,2022-02-07,2676.0,,,,,,,,,,,,,
SA,,,89.0,2022-02-07,1109.0,,,,,,,,,,,,,
TAS,,,3.0,2022-02-07,147.0,,,,,,,,,,,,,
VIC,,,890.0,2022-02-07,4910.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-07,0.0,,,,,,,,,,,,,
Australia,,,1554.0,2022-02-08,14800.0,,,,,,,,,,,,,
ACT,,,11.0,2022-02-08,103.0,,,,,,,,,,,,,
NSW,,,411.0,2022-02-08,5635.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-08,21.0,,,,,,,,,,,,,
QLD,,,145.0,2022-02-08,2800.0,,,,,,,,,,,,,
SA,,,90.0,2022-02-08,1108.0,,,,,,,,,,,,,
TAS,,,4.0,2022-02-08,149.0,,,,,,,,,,,,,
VIC,,,891.0,2022-02-08,4984.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-08,0.0,,,,,,,,,,,,,
Australia,,,1570.0,2022-02-09,14932.0,,,,,,,,,,,,,
ACT,,,11.0,2022-02-09,105.0,,,,,,,,,,,,,
NSW,,,414.0,2022-02-09,5616.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-09,20.0,,,,,,,,,,,,,
QLD,,,152.0,2022-02-09,2901.0,,,,,,,,,,,,,
SA,,,90.0,2022-02-09,1111.0,,,,,,,,,,,,,
TAS,,,4.0,2022-02-09,163.0,,,,,,,,,,,,,
VIC,,,897.0,2022-02-09,5016.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-09,0.0,,,,,,,,,,,,,
Australia,,,1596.0,2022-02-10,15073.0,,,,,,,,,,,,,
ACT,,,11.0,2022-02-10,109.0,,,,,,,,,,,,,
NSW,,,422.0,2022-02-10,5628.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-10,20.0,,,,,,,,,,,,,
QLD,,,157.0,2022-02-10,2969.0,,,,,,,,,,,,,
SA,,,94.0,2022-02-10,1147.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-10,161.0,,,,,,,,,,,,,
VIC,,,904.0,2022-02-10,5039.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-10,0.0,,,,,,,,,,,,,
Australia,,,1618.0,2022-02-11,15384.0,,,,,,,,,,,,,
ACT,,,14.0,2022-02-11,135.0,,,,,,,,,,,,,
NSW,,,431.0,2022-02-11,5760.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-11,21.0,,,,,,,,,,,,,
QLD,,,165.0,2022-02-11,3046.0,,,,,,,,,,,,,
SA,,,94.0,2022-02-11,1152.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-11,161.0,,,,,,,,,,,,,
VIC,,,906.0,2022-02-11,5108.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-11,1.0,,,,,,,,,,,,,
Australia,,,1618.0,2022-02-12,15384.0,,,,,,,,,,,,,
ACT,,,14.0,2022-02-12,135.0,,,,,,,,,,,,,
NSW,,,431.0,2022-02-12,5760.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-12,21.0,,,,,,,,,,,,,
QLD,,,165.0,2022-02-12,3046.0,,,,,,,,,,,,,
SA,,,94.0,2022-02-12,1152.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-12,161.0,,,,,,,,,,,,,
VIC,,,906.0,2022-02-12,5108.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-12,1.0,,,,,,,,,,,,,
Australia,,,1618.0,2022-02-13,15384.0,,,,,,,,,,,,,
ACT,,,14.0,2022-02-13,135.0,,,,,,,,,,,,,
NSW,,,431.0,2022-02-13,5760.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-13,21.0,,,,,,,,,,,,,
QLD,,,165.0,2022-02-13,3046.0,,,,,,,,,,,,,
SA,,,94.0,2022-02-13,1152.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-13,161.0,,,,,,,,,,,,,
VIC,,,906.0,2022-02-13,5108.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-13,1.0,,,,,,,,,,,,,
Australia,,,1648.0,2022-02-14,15610.0,,,,,,,,,,,,,
ACT,,,14.0,2022-02-14,135.0,,,,,,,,,,,,,
NSW,,,447.0,2022-02-14,5865.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-14,28.0,,,,,,,,,,,,,
QLD,,,173.0,2022-02-14,3063.0,,,,,,,,,,,,,
SA,,,94.0,2022-02-14,1169.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-14,161.0,,,,,,,,,,,,,
VIC,,,912.0,2022-02-14,5179.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-14,10.0,,,,,,,,,,,,,
Australia,,,1658.0,2022-02-15,15797.0,,,,,,,,,,,,,
ACT,,,15.0,2022-02-15,160.0,,,,,,,,,,,,,
NSW,,,454.0,2022-02-15,5949.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-15,32.0,,,,,,,,,,,,,
QLD,,,175.0,2022-02-15,3123.0,,,,,,,,,,,,,
SA,,,94.0,2022-02-15,1183.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-15,161.0,,,,,,,,,,,,,
VIC,,,912.0,2022-02-15,5179.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-15,10.0,,,,,,,,,,,,,
Australia,,,1678.0,2022-02-16,15951.0,,,,,,,,,,,,,
ACT,,,15.0,2022-02-16,161.0,,,,,,,,,,,,,
NSW,,,469.0,2022-02-16,6049.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-16,36.0,,,,,,,,,,,,,
QLD,,,182.0,2022-02-16,3169.0,,,,,,,,,,,,,
SA,,,95.0,2022-02-16,1182.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-16,161.0,,,,,,,,,,,,,
VIC,,,909.0,2022-02-16,5182.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-16,11.0,,,,,,,,,,,,,
Australia,,,1693.0,2022-02-17,16059.0,,,,,,,,,,,,,
ACT,,,15.0,2022-02-17,170.0,,,,,,,,,,,,,
NSW,,,479.0,2022-02-17,6147.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-17,39.0,,,,,,,,,,,,,
QLD,,,182.0,2022-02-17,3186.0,,,,,,,,,,,,,
SA,,,96.0,2022-02-17,1181.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-17,161.0,,,,,,,,,,,,,
VIC,,,913.0,2022-02-17,5162.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-17,13.0,,,,,,,,,,,,,
Australia,,,1709.0,2022-02-18,16180.0,,,,,,,,,,,,,
ACT,,,15.0,2022-02-18,180.0,,,,,,,,,,,,,
NSW,,,492.0,2022-02-18,6198.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-18,52.0,,,,,,,,,,,,,
QLD,,,184.0,2022-02-18,3198.0,,,,,,,,,,,,,
SA,,,96.0,2022-02-18,1181.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-18,161.0,,,,,,,,,,,,,
VIC,,,914.0,2022-02-18,5182.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-18,28.0,,,,,,,,,,,,,
Australia,,,1709.0,2022-02-19,16180.0,,,,,,,,,,,,,
ACT,,,15.0,2022-02-19,180.0,,,,,,,,,,,,,
NSW,,,492.0,2022-02-19,6198.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-19,52.0,,,,,,,,,,,,,
QLD,,,184.0,2022-02-19,3198.0,,,,,,,,,,,,,
SA,,,96.0,2022-02-19,1181.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-19,161.0,,,,,,,,,,,,,
VIC,,,914.0,2022-02-19,5182.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-19,28.0,,,,,,,,,,,,,
Australia,,,1709.0,2022-02-20,16180.0,,,,,,,,,,,,,
ACT,,,15.0,2022-02-20,180.0,,,,,,,,,,,,,
NSW,,,492.0,2022-02-20,6198.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-20,52.0,,,,,,,,,,,,,
QLD,,,184.0,2022-02-20,3198.0,,,,,,,,,,,,,
SA,,,96.0,2022-02-20,1181.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-20,161.0,,,,,,,,,,,,,
VIC,,,914.0,2022-02-20,5182.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-20,28.0,,,,,,,,,,,,,
Australia,,,1712.0,2022-02-21,16249.0,,,,,,,,,,,,,
ACT,,,15.0,2022-02-21,180.0,,,,,,,,,,,,,
NSW,,,499.0,2022-02-21,6279.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-21,63.0,,,,,,,,,,,,,
QLD,,,183.0,2022-02-21,3220.0,,,,,,,,,,,,,
SA,,,94.0,2022-02-21,1157.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-21,134.0,,,,,,,,,,,,,
VIC,,,913.0,2022-02-21,5187.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-21,29.0,,,,,,,,,,,,,
Australia,,,1717.0,2022-02-22,16347.0,,,,,,,,,,,,,
ACT,,,15.0,2022-02-22,181.0,,,,,,,,,,,,,
NSW,,,504.0,2022-02-22,6360.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-22,68.0,,,,,,,,,,,,,
QLD,,,183.0,2022-02-22,3220.0,,,,,,,,,,,,,
SA,,,94.0,2022-02-22,1157.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-22,134.0,,,,,,,,,,,,,
VIC,,,913.0,2022-02-22,5198.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-22,29.0,,,,,,,,,,,,,
Australia,,,1719.0,2022-02-23,16404.0,,,,,,,,,,,,,
ACT,,,15.0,2022-02-23,183.0,,,,,,,,,,,,,
NSW,,,506.0,2022-02-23,6375.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-23,81.0,,,,,,,,,,,,,
QLD,,,183.0,2022-02-23,3220.0,,,,,,,,,,,,,
SA,,,94.0,2022-02-23,1157.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-23,134.0,,,,,,,,,,,,,
VIC,,,913.0,2022-02-23,5225.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-23,29.0,,,,,,,,,,,,,
Australia,,,1729.0,2022-02-24,16397.0,,,,,,,,,,,,,
ACT,,,15.0,2022-02-24,183.0,,,,,,,,,,,,,
NSW,,,516.0,2022-02-24,6365.0,,,,,,,,,,,,,
NT,,,2.0,2022-02-24,83.0,,,,,,,,,,,,,
QLD,,,183.0,2022-02-24,3220.0,,,,,,,,,,,,,
SA,,,94.0,2022-02-24,1157.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-24,134.0,,,,,,,,,,,,,
VIC,,,913.0,2022-02-24,5225.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-24,30.0,,,,,,,,,,,,,
Australia,,,1781.0,2022-02-25,17099.0,,,,,,,,,,,,,
ACT,,,15.0,2022-02-25,183.0,,,,,,,,,,,,,
NSW,,,537.0,2022-02-25,6663.0,,,,,,,,,,,,,
NT,,,3.0,2022-02-25,87.0,,,,,,,,,,,,,
QLD,,,197.0,2022-02-25,3385.0,,,,,,,,,,,,,
SA,,,100.0,2022-02-25,1210.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-25,162.0,,,,,,,,,,,,,
VIC,,,923.0,2022-02-25,5376.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-25,33.0,,,,,,,,,,,,,
Australia,,,1781.0,2022-02-26,17099.0,,,,,,,,,,,,,
ACT,,,15.0,2022-02-26,183.0,,,,,,,,,,,,,
NSW,,,537.0,2022-02-26,6663.0,,,,,,,,,,,,,
NT,,,3.0,2022-02-26,87.0,,,,,,,,,,,,,
QLD,,,197.0,2022-02-26,3385.0,,,,,,,,,,,,,
SA,,,100.0,2022-02-26,1210.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-26,162.0,,,,,,,,,,,,,
VIC,,,923.0,2022-02-26,5376.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-26,33.0,,,,,,,,,,,,,
Australia,,,1781.0,2022-02-27,17099.0,,,,,,,,,,,,,
ACT,,,15.0,2022-02-27,183.0,,,,,,,,,,,,,
NSW,,,537.0,2022-02-27,6663.0,,,,,,,,,,,,,
NT,,,3.0,2022-02-27,87.0,,,,,,,,,,,,,
QLD,,,197.0,2022-02-27,3385.0,,,,,,,,,,,,,
SA,,,100.0,2022-02-27,1210.0,,,,,,,,,,,,,
TAS,,,6.0,2022-02-27,162.0,,,,,,,,,,,,,
VIC,,,923.0,2022-02-27,5376.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-27,33.0,,,,,,,,,,,,,
Australia,,,1788.0,2022-02-28,17584.0,,,,,,,,,,,,,
ACT,,,15.0,2022-02-28,183.0,,,,,,,,,,,,,
NSW,,,539.0,2022-02-28,6806.0,,,,,,,,,,,,,
NT,,,3.0,2022-02-28,100.0,,,,,,,,,,,,,
QLD,,,198.0,2022-02-28,3578.0,,,,,,,,,,,,,
SA,,,100.0,2022-02-28,1258.0,,,,,,,,,,,,,
TAS,,,8.0,2022-02-28,186.0,,,,,,,,,,,,,
VIC,,,925.0,2022-02-28,5430.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-28,43.0,,,,,,,,,,,,,
Australia,,,1793.0,2022-03-01,17666.0,,,,,,,,,,,,,
ACT,,,15.0,2022-03-01,183.0,,,,,,,,,,,,,
NSW,,,540.0,2022-03-01,6833.0,,,,,,,,,,,,,
NT,,,4.0,2022-03-01,100.0,,,,,,,,,,,,,
QLD,,,199.0,2022-03-01,3613.0,,,,,,,,,,,,,
SA,,,100.0,2022-03-01,1261.0,,,,,,,,,,,,,
TAS,,,8.0,2022-03-01,186.0,,,,,,,,,,,,,
VIC,,,927.0,2022-03-01,5446.0,,,,,,,,,,,,,
WA,,,0.0,2022-03-01,44.0,,,,,,,,,,,,,
Australia,,,1797.0,2022-03-02,17682.0,,,,,,,,,,,,,
ACT,,,15.0,2022-03-02,185.0,,,,,,,,,,,,,
NSW,,,541.0,2022-03-02,6875.0,,,,,,,,,,,,,
NT,,,4.0,2022-03-02,103.0,,,,,,,,,,,,,
QLD,,,201.0,2022-03-02,3582.0,,,,,,,,,,,,,
SA,,,100.0,2022-03-02,1265.0,,,,,,,,,,,,,
TAS,,,8.0,2022-03-02,190.0,,,,,,,,,,,,,
VIC,,,928.0,2022-03-02,5439.0,,,,,,,,,,,,,
WA,,,0.0,2022-03-02,43.0,,,,,,,,,,,,,
Australia,,,1808.0,2022-03-03,18005.0,,,,,,,,,,,,,
ACT,,,15.0,2022-03-03,186.0,,,,,,,,,,,,,
NSW,,,544.0,2022-03-03,6945.0,,,,,,,,,,,,,
NT,,,4.0,2022-03-03,103.0,,,,,,,,,,,,,
QLD,,,201.0,2022-03-03,3728.0,,,,,,,,,,,,,
SA,,,108.0,2022-03-03,1350.0,,,,,,,,,,,,,
TAS,,,8.0,2022-03-03,190.0,,,,,,,,,,,,,
VIC,,,928.0,2022-03-03,5448.0,,,,,,,,,,,,,
WA,,,0.0,2022-03-03,55.0,,,,,,,,,,,,,
Australia,,,1821.0,2022-03-04,18283.0,,,,,,,,,,,,,
ACT,,,15.0,2022-03-04,186.0,,,,,,,,,,,,,
NSW,,,556.0,2022-03-04,7179.0,,,,,,,,,,,,,
NT,,,4.0,2022-03-04,109.0,,,,,,,,,,,,,
QLD,,,202.0,2022-03-04,3750.0,,,,,,,,,,,,,
SA,,,108.0,2022-03-04,1351.0,,,,,,,,,,,,,
TAS,,,8.0,2022-03-04,188.0,,,,,,,,,,,,,
VIC,,,928.0,2022-03-04,5458.0,,,,,,,,,,,,,
WA,,,0.0,2022-03-04,62.0,,,,,,,,,,,,,
Australia,,,1821.0,2022-03-05,18283.0,,,,,,,,,,,,,
ACT,,,15.0,2022-03-05,186.0,,,,,,,,,,,,,
NSW,,,556.0,2022-03-05,7179.0,,,,,,,,,,,,,
NT,,,4.0,2022-03-05,109.0,,,,,,,,,,,,,
QLD,,,202.0,2022-03-05,3750.0,,,,,,,,,,,,,
SA,,,108.0,2022-03-05,1351.0,,,,,,,,,,,,,
TAS,,,8.0,2022-03-05,188.0,,,,,,,,,,,,,
VIC,,,928.0,2022-03-05,5458.0,,,,,,,,,,,,,
WA,,,0.0,2022-03-05,62.0,,,,,,,,,,,,,
Australia,,,1821.0,2022-03-06,18283.0,,,,,,,,,,,,,
ACT,,,15.0,2022-03-06,186.0,,,,,,,,,,,,,
NSW,,,556.0,2022-03-06,7179.0,,,,,,,,,,,,,
NT,,,4.0,2022-03-06,109.0,,,,,,,,,,,,,
QLD,,,202.0,2022-03-06,3750.0,,,,,,,,,,,,,
SA,,,108.0,2022-03-06,1351.0,,,,,,,,,,,,,
TAS,,,8.0,2022-03-06,188.0,,,,,,,,,,,,,
VIC,,,928.0,2022-03-06,5458.0,,,,,,,,,,,,,
WA,,,0.0,2022-03-06,62.0,,,,,,,,,,,,,
Australia,,,1826.0,2022-03-07,18448.0,,,,,,,,,,,,,
ACT,,,15.0,2022-03-07,186.0,,,,,,,,,,,,,
NSW,,,558.0,2022-03-07,7231.0,,,,,,,,,,,,,
NT,,,4.0,2022-03-07,120.0,,,,,,,,,,,,,
QLD,,,204.0,2022-03-07,3796.0,,,,,,,,,,,,,
SA,,,108.0,2022-03-07,1358.0,,,,,,,,,,,,,
TAS,,,8.0,2022-03-07,188.0,,,,,,,,,,,,,
VIC,,,929.0,2022-03-07,5495.0,,,,,,,,,,,,,
WA,,,0.0,2022-03-07,74.0,,,,,,,,,,,,,
Australia,,,1833.0,2022-03-08,18551.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-08,186.0,,,,,,,,,,,,,
NSW,,,558.0,2022-03-08,7262.0,,,,,,,,,,,,,
NT,,,4.0,2022-03-08,123.0,,,,,,,,,,,,,
QLD,,,207.0,2022-03-08,3807.0,,,,,,,,,,,,,
SA,,,108.0,2022-03-08,1358.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-08,187.0,,,,,,,,,,,,,
VIC,,,931.0,2022-03-08,5531.0,,,,,,,,,,,,,
WA,,,0.0,2022-03-08,97.0,,,,,,,,,,,,,
Australia,,,1836.0,2022-03-09,18652.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-09,187.0,,,,,,,,,,,,,
NSW,,,558.0,2022-03-09,7287.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-09,124.0,,,,,,,,,,,,,
QLD,,,209.0,2022-03-09,3811.0,,,,,,,,,,,,,
SA,,,108.0,2022-03-09,1360.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-09,187.0,,,,,,,,,,,,,
VIC,,,931.0,2022-03-09,5559.0,,,,,,,,,,,,,
WA,,,0.0,2022-03-09,137.0,,,,,,,,,,,,,
Australia,,,1838.0,2022-03-10,18805.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-10,187.0,,,,,,,,,,,,,
NSW,,,560.0,2022-03-10,7325.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-10,124.0,,,,,,,,,,,,,
QLD,,,209.0,2022-03-10,3818.0,,,,,,,,,,,,,
SA,,,108.0,2022-03-10,1374.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-10,187.0,,,,,,,,,,,,,
VIC,,,931.0,2022-03-10,5626.0,,,,,,,,,,,,,
WA,,,0.0,2022-03-10,164.0,,,,,,,,,,,,,
Australia,,,1844.0,2022-03-11,18884.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-11,187.0,,,,,,,,,,,,,
NSW,,,562.0,2022-03-11,7349.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-11,124.0,,,,,,,,,,,,,
QLD,,,209.0,2022-03-11,3823.0,,,,,,,,,,,,,
SA,,,109.0,2022-03-11,1385.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-11,188.0,,,,,,,,,,,,,
VIC,,,934.0,2022-03-11,5653.0,,,,,,,,,,,,,
WA,,,0.0,2022-03-11,164.0,,,,,,,,,,,,,
Australia,,,1844.0,2022-03-12,18884.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-12,187.0,,,,,,,,,,,,,
NSW,,,562.0,2022-03-12,7349.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-12,124.0,,,,,,,,,,,,,
QLD,,,209.0,2022-03-12,3823.0,,,,,,,,,,,,,
SA,,,109.0,2022-03-12,1385.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-12,188.0,,,,,,,,,,,,,
VIC,,,934.0,2022-03-12,5653.0,,,,,,,,,,,,,
WA,,,0.0,2022-03-12,164.0,,,,,,,,,,,,,
Australia,,,1844.0,2022-03-13,18884.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-13,187.0,,,,,,,,,,,,,
NSW,,,562.0,2022-03-13,7349.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-13,124.0,,,,,,,,,,,,,
QLD,,,209.0,2022-03-13,3823.0,,,,,,,,,,,,,
SA,,,109.0,2022-03-13,1385.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-13,188.0,,,,,,,,,,,,,
VIC,,,934.0,2022-03-13,5653.0,,,,,,,,,,,,,
WA,,,0.0,2022-03-13,164.0,,,,,,,,,,,,,
Australia,,,1844.0,2022-03-14,18884.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-14,187.0,,,,,,,,,,,,,
NSW,,,562.0,2022-03-14,7349.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-14,124.0,,,,,,,,,,,,,
QLD,,,209.0,2022-03-14,3823.0,,,,,,,,,,,,,
SA,,,109.0,2022-03-14,1385.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-14,188.0,,,,,,,,,,,,,
VIC,,,934.0,2022-03-14,5653.0,,,,,,,,,,,,,
WA,,,0.0,2022-03-14,164.0,,,,,,,,,,,,,
Australia,,,1856.0,2022-03-15,19315.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-15,187.0,,,,,,,,,,,,,
NSW,,,570.0,2022-03-15,7576.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-15,125.0,,,,,,,,,,,,,
QLD,,,212.0,2022-03-15,3882.0,,,,,,,,,,,,,
SA,,,109.0,2022-03-15,1394.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-15,188.0,,,,,,,,,,,,,
VIC,,,934.0,2022-03-15,5700.0,,,,,,,,,,,,,
WA,,,1.0,2022-03-15,263.0,,,,,,,,,,,,,
Australia,,,1863.0,2022-03-16,19542.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-16,188.0,,,,,,,,,,,,,
NSW,,,573.0,2022-03-16,7663.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-16,125.0,,,,,,,,,,,,,
QLD,,,216.0,2022-03-16,3907.0,,,,,,,,,,,,,
SA,,,109.0,2022-03-16,1415.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-16,188.0,,,,,,,,,,,,,
VIC,,,934.0,2022-03-16,5741.0,,,,,,,,,,,,,
WA,,,1.0,2022-03-16,315.0,,,,,,,,,,,,,
Australia,,,1870.0,2022-03-17,19698.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-17,188.0,,,,,,,,,,,,,
NSW,,,577.0,2022-03-17,7704.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-17,125.0,,,,,,,,,,,,,
QLD,,,217.0,2022-03-17,3928.0,,,,,,,,,,,,,
SA,,,109.0,2022-03-17,1436.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-17,189.0,,,,,,,,,,,,,
VIC,,,934.0,2022-03-17,5781.0,,,,,,,,,,,,,
WA,,,3.0,2022-03-17,347.0,,,,,,,,,,,,,
Australia,,,1873.0,2022-03-18,19818.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-18,188.0,,,,,,,,,,,,,
NSW,,,578.0,2022-03-18,7730.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-18,125.0,,,,,,,,,,,,,
QLD,,,217.0,2022-03-18,3955.0,,,,,,,,,,,,,
SA,,,111.0,2022-03-18,1453.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-18,190.0,,,,,,,,,,,,,
VIC,,,934.0,2022-03-18,5800.0,,,,,,,,,,,,,
WA,,,3.0,2022-03-18,377.0,,,,,,,,,,,,,
Australia,,,1873.0,2022-03-19,19818.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-19,188.0,,,,,,,,,,,,,
NSW,,,578.0,2022-03-19,7730.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-19,125.0,,,,,,,,,,,,,
QLD,,,217.0,2022-03-19,3955.0,,,,,,,,,,,,,
SA,,,111.0,2022-03-19,1453.0,,,,,,,,,,,,,
TAS,,,9.0,2022-03-19,190.0,,,,,,,,,,,,,
VIC,,,934.0,2022-03-19,5800.0,,,,,,,,,,,,,
WA,,,3.0,2022-03-19,377.0,,,,,,,,,,,,,
Australia,,,1873.0,2022-03-20,19818.0,,,,,,,,,,,,,
ACT,,,16.0,2022-03-20,188.0,,,,,,,,,,,,,
NSW,,,578.0,2022-03-20,7730.0,,,,,,,,,,,,,
NT,,,5.0,2022-03-20,125.0,,,,,,,,,,,,,
QLD,,,217.0,2022-03-20,3955.0,,,,,,,,,,,,,
SA,,,111.0,2022-03-20,1453.0,,,,,,,,,,,,,
